"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene"
6064.46933846093,-0.497752768640157,0.112465375722539,-4.4258311986451,9.60716300516028e-06,0.000251334311793767,"PA0663"
5975.61077285097,-1.25590953693094,0.284047800704868,-4.42147249094828,9.80305465429087e-06,0.000254050993857679,"PA0924"
6135.2797639943,0.376086297851693,0.0850542327305459,4.42172347898482,9.79167183795254e-06,0.000254050993857679,"PA3212"
15838.4404494148,-1.5333990948858,0.347044413530823,-4.41845203409278,9.94103360563054e-06,0.000256422922911592,"rtcA"
15100.5349178179,0.417599223787858,0.0947916768452487,4.40544188778943,1.05568451455268e-05,0.000271040861410734,"PA4308"
9294.00938954833,-1.08899574206486,0.247794906660478,-4.39474627118537,1.10902212224155e-05,0.00028341676457284,"PA3532"
20128.7853521386,1.41541303296672,0.322245116300473,4.39234905781143,1.12132477515777e-05,0.000283931777929857,"PA4223"
38167.4847768918,-0.96415522189182,0.219499923854969,-4.39250822942823,1.12050387424766e-05,0.000283931777929857,"guaB"
6438.75113029338,-0.418500325330807,0.0954129786055815,-4.38619914656271,1.15348521032264e-05,0.000290741477670365,"PA5458"
3893.45739742292,-0.703241930553229,0.160914037048848,-4.37029573958019,1.24078373805969e-05,0.000310232994466805,"PA4436"
7085.67828937239,0.488159071418824,0.111705042005484,4.37007195606137,1.24205601045587e-05,0.000310232994466805,"pilR"
883211.222460443,0.849220105782293,0.194896329941456,4.35729141763411,1.31681889345878e-05,0.000327425238373535,"oprI"
3227.86335549763,-0.594878539597266,0.136600072233747,-4.35489183768018,1.33132638238124e-05,0.00032824271738505,"PA1112a"
6561.8467990811,-0.6386603963901,0.146657289733033,-4.35478111966124,1.33199943286687e-05,0.00032824271738505,"yeaZ"
