"Locus_Tag","Gene_Name","logFC","AveExpr","P.Value","adj.P.Val","B"
"PA0451",NA,0.584844493391563,3.65042189811996,0.0229675758716115,0.051630585836088,-4.67110451827488
"PA4244","rplO",-0.74631499834657,7.96356118295748,0.0230020589887017,0.051658927533827,-4.67254003175111
"PA4732","pgi",-0.406308858666673,5.46545514270145,0.0229950887407033,0.051658927533827,-4.67225004384793
"PA2746",NA,0.478560249612386,2.72920166134446,0.0230641509560835,0.0517737571129194,-4.67511927759924
"PA5547",NA,0.487950796816063,4.09749135047977,0.0231652044042792,0.0519758956776297,-4.67930161656379
"PA1611",NA,-0.455800292815312,3.45299413077463,0.0232998623856952,0.0522532051508256,-4.68484549483632
"PA5154",NA,-0.463609444791321,2.79985344384576,0.0235584281692728,0.0527829488821042,-4.69539824972689
"PA1269",NA,0.438147464262054,4.43303993135983,0.0235543228101396,0.0527829488821042,-4.69523163809673
"PA1548",NA,-0.485493753395084,3.32629227517688,0.0235823254980855,0.0528114382775997,-4.69636750074529
"PA0123",NA,0.380258403036555,2.93943239632185,0.0236004080053552,0.0528268848385272,-4.6971002326914
"PA3436",NA,0.607688605829593,4.9555327517135,0.0238542421049601,0.05336977046979,-4.7073250508379
"PA1448","fliR",-0.413026727794234,3.44725747114917,0.0238822734413034,0.0534071862988996,-4.70844727784722
"PA0581",NA,0.533643390158495,3.28924280292762,0.0239119875906125,0.053448328154502,-4.70963538679755
"PA5404",NA,-0.49558957358719,2.86867717611801,0.0240599295659357,0.0537535701702528,-4.7155281135001
"PA2076","otsR",0.411988112688459,3.77818295687755,0.0240727532331023,0.0537567912623839,-4.71603712802955
"PA4401",NA,-0.44589525583582,4.07107286158935,0.0240997874816474,0.0537917279186297,-4.71710928849252
"PA5132",NA,-0.468746803763015,3.48187895497172,0.0242422656224062,0.0540612588005775,-4.72273936352889
"PA2025","gor",0.393779235284303,5.50265635815214,0.0242434355578283,0.0540612588005775,-4.72278545187926
"PA4008",NA,0.439048506874599,2.54391881737004,0.0242643476765183,0.0540823568080207,-4.72360887376444
"PA0837","slyD",0.485069180283437,6.69236238622482,0.0243166038594329,0.0541732641641988,-4.72566326815699
"PA3001",NA,-0.549541907197248,7.14993090983955,0.0243478663492314,0.054217337466959,-4.7268901322872
"PA4246","rpsE",-0.674629207189582,9.35007976176902,0.0244414326865919,0.0544000408005529,-4.73055231436707
"PA0253","hudR",0.506169959199569,4.64870118978198,0.0245468008335816,0.0546088272901583,-4.73465906296095
"PA0552","pgk",-0.670534983808807,5.76932100109574,0.0245925903613315,0.0546849361000794,-4.73643802823689
"PA1103",NA,-0.453321163926277,5.5984641905628,0.0246254120292285,0.0547321510654336,-4.73771106888496
"PA3625","surE",-0.483060751756845,5.79124935148496,0.0247861492226062,0.0550376035629379,-4.74392022341918
"PA0351",NA,0.430790533495417,4.42462752331214,0.0247854930375744,0.0550376035629379,-4.74389496044438
"PA4816",NA,0.428876910803619,3.52479913899194,0.0248306414624705,0.0551104885466391,-4.74563154908245
"PA0254","hudA",0.391872570983559,2.90443839462796,0.0248474224579228,0.0551218300933628,-4.74627617876609
