"Gene","Locus_Tag","logFC","adj.P.Val"
"PA3069","PA3069",0.694654615617646,0.0347598294357491
"PA4471","PA4471",0.642982798239222,0.0351530202702558
"thiI","PA5118",0.67938022776149,0.0353940666266336
"PA0112","PA0112",-0.573703756360015,0.0354657602103038
"PA4455","PA4455",1.35679047071007,0.0356409454682495
"nirN","PA0509",-0.588407936645844,0.0356409454682495
"PA3659","PA3659",-0.585731473426911,0.0357050121030131
"PA3109","PA3109",1.44986942090902,0.0357139388441842
"peptide chain release factor 2(prfB)","PA3701",1.12906977371204,0.0357139388441842
"nuoG","PA2642",-0.860983339799084,0.0359324475663389
"capB","PA3266",0.540144454994342,0.0359324475663389
"PA4536","PA4536",-0.408093476554241,0.0359324475663389
"lepB","PA0768",0.424576393501091,0.0359938550558456
"nirL","PA0514",-0.782738074853329,0.0360021368686212
"PA1468","PA1468",0.676577395937766,0.0360394540857557
"mrcB","PA4700",1.03430916184517,0.0363601805005697
"warB","PA4378",1.58032150622514,0.0365067792203261
"bqsS","PA2656",1.39551473276198,0.0367752367868076
"cspD","PA2622",-1.29675526703771,0.0367752367868076
"PA0622","PA0622",-0.534592887977331,0.0367752367868076
"PA1356","PA1356",-0.504014075616151,0.0367752367868076
"PA1377","PA1377",0.499337858758677,0.0367752367868076
"PA0110","PA0110",-0.740163576735979,0.0370639261828714
"PA3980","PA3980",0.698771560975809,0.03750902282877
"PA3048","PA3048",0.94870869608842,0.0375247332800081
"PA3270","PA3270",0.695362747188572,0.0380075824330027
"cbcW","PA5377",-0.56834602035492,0.0380075824330027
"PA5437","PA5437",0.52512069374712,0.0380075824330027
"ppgL","PA4204",0.696937209392823,0.038177657261233
"rpsI","PA4432",1.6344729006616,0.0382283795118335
"PA3817","PA3817",1.35775034120815,0.0382283795118335
"aatJ","PA1342",-1.4892537487896,0.0384853630632335
"PA4454","PA4454",0.934235356266246,0.0385188985127478
"PA4336","PA4336",-0.502905192955979,0.0385188985127478
"rpsE","PA4246",1.54288975456601,0.038950327197436
"nadD2","PA4917",1.46829131561269,0.0393444990605886
"dnaJ","PA4760",1.05667276667162,0.0397455053144418
"PA2854","PA2854",0.913621444126109,0.0397455053144418
"PA4515","PA4515",0.802301505338139,0.0397455053144418
"PA4672","PA4672",0.85493189829084,0.0399362249042464
"lolD","PA2987",0.851636613757096,0.0402225750373669
"nirF","PA0516",-0.958130417092182,0.0404072992225981
"PA0663","PA0663",0.4479059562579,0.0404072992225981
"PA0929","PA0929",0.56231530232016,0.0405383174747558
"pqqB","PA1986",-0.509785833905346,0.0405930469296476
"ggt","PA1338",-0.570443258626826,0.0405984346666659
"PA3806","PA3806",0.83189331536982,0.0409682384242055
"PA3009","PA3009",0.701269653962179,0.0409846840822209
"fabY","PA5174",0.636845580234175,0.0410276531931316
"PA0586","PA0586",-1.43208277072322,0.0412339157237194
"sbrR","PA2895",1.33680731509682,0.0413068673579344
"PA4463","PA4463",-1.09225964919397,0.041731997324433
"PA4933","PA4933",0.974894652624165,0.0417771908212931
"mreD","PA4479",0.695918807035982,0.0417771908212931
"oprG","PA4067",-1.1263351485475,0.0419269403321168
"PA3226","PA3226",-0.419795549166854,0.0419269403321168
"PA2381","PA2381",-1.476980833332,0.0422649623818581
"lipA","PA2862",-1.09725876933447,0.042917051318352
"ig_517","ig_517",-0.847044261290416,0.0429378982210808
"fdnI","PA4810",-0.681514841790106,0.043595250757616
"PA3613","PA3613",-0.720507379561347,0.0437215103227874
"rpsL","PA4268",1.25032847216823,0.0437625003641104
"sucB","PA1586",-1.09479299674818,0.0437625003641104
"PA1088","PA1088",-0.525970337272772,0.0437625003641104
"recN","PA4763",1.12716847888492,0.043785662714758
"PA0624","PA0624",-0.469610472529859,0.043785662714758
"trpI","PA0037",1.15806984691166,0.0439330874981324
"kdsB","PA2979",0.758047162996887,0.0439330874981324
"PA4925","PA4925",-0.5262435265271,0.0439330874981324
"nirS","PA0519",-1.58436721854844,0.0441097242660084
"PA3415","PA3415",-1.43822270430654,0.0441097242660084
"rpsC","PA4257",1.0440360557853,0.0441097242660084
"PA3661","PA3661",-0.834026110662775,0.0446427484264862
"rpsK","PA4240",0.831302567503355,0.0446427484264862
"fklB","PA4572",0.836216407567344,0.0449377864014497
"pslD","PA2234",-0.45817346191823,0.0449377864014497
"PA1061","PA1061",-0.417896992788872,0.0459972823191074
"rplR","PA4247",1.61401497450789,0.0460181316765681
"lptF","PA3828",1.1150782572442,0.0460181316765681
"PA2959","PA2959",0.832456026876288,0.0460181316765681
"rnpA","PA5569",1.51932938249093,0.0460521285127649
"PA2024","PA2024",-0.99844309199621,0.0460521285127649
"pvdS","PA2426",1.02508646563089,0.0468830508918358
"flp","PA4306",-0.635691965289683,0.0471538711118592
"PA1469","PA1469",0.446198970282985,0.0472592279502949
"leuA","PA3792",-1.30314367138653,0.0473590639902101
