"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PA2830_htpX_at",2.47861007021619,9.58556577375782,5.2253133099446,0.000624803081487748,0.0182491989147412,-0.203742587226117
"PA3201_at",1.01498425140474,9.70215140633888,5.21457856619263,0.000633525145332969,0.0184007142749028,-0.218215180870407
"PA4526_pilB_at",-0.560272423267442,8.34953247473902,-5.21128441568812,0.000636228086793251,0.0184007142749028,-0.222659797502019
"PA0119_at",1.32973801543044,8.46181581669258,5.19843276484628,0.000646893447576034,0.0185714392013732,-0.240015270336593
"PA0200_i_at",-1.26003649990267,10.0424266494815,-5.19581461377578,0.000649089894175468,0.0185714392013732,-0.243553959625658
"PA2015_at",1.47525803609088,9.66256352075986,5.1928648652528,0.000651574222827841,0.0185714392013732,-0.247542058359246
"PA4787_at",0.798938899190976,8.51849666200759,5.18116791575294,0.000661527603359013,0.018764484902972,-0.263369244271427
"PA5335_at",0.85769630287729,8.71692414179087,5.17662794534147,0.000665435153934533,0.018774124262255,-0.269517784568484
"PA3262_at",1.30272937697635,10.4253119106312,5.17339668634197,0.000668231541537888,0.018774124262255,-0.27389579033417
"PA3110_at",1.02360527796195,10.0694790740178,5.16559870753402,0.000675032670324945,0.0188753211133515,-0.284467612425631
"PA1071_braF_at",-0.495256300852805,9.05443524538449,-5.15169778747919,0.000687343459224961,0.0190804147028964,-0.303335741034685
"PA0518_nirM_at",-1.53428820660008,9.65474595898485,-5.14848249807873,0.000690225477419845,0.0190804147028964,-0.30770404808776
"PA5173_arcC_at",-1.76398920910533,9.34187358299863,-5.14643310750855,0.000692069279054207,0.0190804147028964,-0.310489163460792
"PA4263_rplC_at",1.49792835297474,11.7991316955189,5.1341659896614,0.000703218030030668,0.0192441507902141,-0.327173223838762
"PA0425_mexA_at",1.04842771073265,10.4057018403089,5.13273452532136,0.000704531622150211,0.0192441507902141,-0.329121567519686
"Pae_tRNA_Trp_f_at",1.44398428286892,10.263578438105,5.12750828578947,0.000709350141112374,0.0192864784910738,-0.336237513099
"PA2375_i_at",-0.910655321012349,9.11771950414711,-5.1234093245643,0.000713154318381011,0.0193009654974677,-0.341821427028839
"PA1199_at",1.44643824023442,9.00999713633477,5.11932960238971,0.000716962605406234,0.0193154309219031,-0.347381618681196
"PA2023_galU_at",1.18834018793278,9.57261809946874,5.10972871850339,0.000726011960154572,0.0194703207495999,-0.360476306905867
"PA4530_at",-0.509020395903386,9.44757583232713,-5.10421453952811,0.000731265274388275,0.0195224666013159,-0.368003331966896
"PA4847_accB_at",1.16095503357797,10.6574610262754,5.0952395041746,0.000739904005067543,0.0196641154499933,-0.380264225489074
"PA2980_at",0.644172335306941,10.046422133431,5.08740503578854,0.000747535329915736,0.0197558071463775,-0.390976793824534
"PA1555_at",-1.58667505584298,10.9987333064016,-5.08484139181128,0.000750050983184502,0.0197558071463775,-0.394484214672049
"PA1641_at",1.07061227361681,9.88313305681723,5.07632922156913,0.000758469806854391,0.0198887638241818,-0.406137072530397
